Datetime,Close,High,Low,Open,Volume
2026-02-06 00:00:00+00:00,76.42039489746094,79.75023651123047,69.14134979248047,78.1999282836914,891875328
2026-02-06 04:00:00+00:00,79.45512390136719,81.364013671875,76.30892181396484,76.48238372802734,244131840
2026-02-06 08:00:00+00:00,81.22555541992188,81.59222412109375,78.89643096923828,79.46598815917969,266508288
2026-02-06 12:00:00+00:00,84.4337387084961,84.8121337890625,80.9803695678711,81.21625518798828,520600576
2026-02-06 16:00:00+00:00,87.06073760986328,88.44293212890625,84.27110290527344,84.4427490234375,37606400
2026-02-06 20:00:00+00:00,87.46504974365234,89.50640106201172,86.81382751464844,87.06437683105469,0
2026-02-07 00:00:00+00:00,87.97015380859375,88.20111083984375,86.04226684570312,87.44882202148438,0
2026-02-07 04:00:00+00:00,85.35140228271484,88.85595703125,84.39466094970703,87.99635314941406,128247296
2026-02-07 08:00:00+00:00,84.98371124267578,85.5837173461914,84.6601333618164,85.33883666992188,0
2026-02-07 12:00:00+00:00,86.40523529052734,86.70089721679688,84.896728515625,84.94906616210938,82854400
2026-02-07 16:00:00+00:00,88.2081298828125,89.01863861083984,86.41300201416016,86.41300201416016,401220608
2026-02-07 20:00:00+00:00,87.6349105834961,89.00365447998047,87.15416717529297,88.22427368164062,0
2026-02-08 00:00:00+00:00,86.76297760009766,87.98686218261719,86.75652313232422,87.64240264892578,0
2026-02-08 04:00:00+00:00,87.20604705810547,87.42713165283203,86.77424621582031,86.77690124511719,0
2026-02-08 08:00:00+00:00,88.10780334472656,88.67303466796875,86.60774993896484,87.21881103515625,90494976
2026-02-08 12:00:00+00:00,87.731201171875,88.59774017333984,87.56698608398438,88.1190185546875,47790848
2026-02-08 16:00:00+00:00,88.3481674194336,88.3826904296875,85.91985321044922,87.71853637695312,0
2026-02-08 20:00:00+00:00,87.05879974365234,88.52035522460938,86.38195037841797,88.359619140625,194410496
2026-02-09 00:00:00+00:00,87.61548614501953,87.68635559082031,86.20982360839844,87.04935455322266,269376256
2026-02-09 04:00:00+00:00,85.49364471435547,87.63328552246094,85.37821960449219,87.63328552246094,189082112
2026-02-09 08:00:00+00:00,83.33159637451172,85.48494720458984,82.9388427734375,85.48442077636719,105147904
2026-02-09 12:00:00+00:00,85.29271697998047,85.63084411621094,83.34136199951172,83.34136199951172,234033920
2026-02-09 16:00:00+00:00,87.96941375732422,88.46206665039062,84.8982162475586,85.29287719726562,422658048
2026-02-09 20:00:00+00:00,86.68806457519531,88.06143188476562,86.65807342529297,87.94236755371094,131652608
2026-02-10 00:00:00+00:00,85.80436706542969,87.33906555175781,85.46466064453125,86.70494079589844,41402624
2026-02-10 04:00:00+00:00,84.57413482666016,86.54325103759766,84.35405731201172,85.80461120605469,66474752
2026-02-10 08:00:00+00:00,83.7726058959961,84.88845825195312,83.7726058959961,84.57123565673828,0
2026-02-10 12:00:00+00:00,84.1886215209961,85.01881408691406,83.39259338378906,83.7773666381836,98295552
2026-02-10 16:00:00+00:00,83.048828125,85.01280212402344,82.61872863769531,84.16633605957031,0
2026-02-10 20:00:00+00:00,82.90847778320312,83.07467651367188,82.0032730102539,83.0638656616211,0
2026-02-11 00:00:00+00:00,83.35987854003906,84.2247085571289,82.70050048828125,82.91266632080078,508186624
2026-02-11 04:00:00+00:00,81.05854797363281,83.35213470458984,80.46331024169922,83.33212280273438,106228480
2026-02-11 08:00:00+00:00,81.21861267089844,81.33221435546875,80.47427368164062,80.9962158203125,32340224
2026-02-11 12:00:00+00:00,79.88761138916016,82.75874328613281,78.95830535888672,81.21849822998047,448341504
2026-02-11 16:00:00+00:00,79.73114776611328,80.71775817871094,78.41454315185547,79.86991882324219,234896128
2026-02-11 20:00:00+00:00,79.256591796875,80.86641693115234,79.02044677734375,79.72117614746094,249558016
2026-02-12 00:00:00+00:00,80.53302764892578,80.62986755371094,79.24695587158203,79.24695587158203,43114496
2026-02-12 04:00:00+00:00,80.69527435302734,80.84852600097656,79.61662292480469,80.5290756225586,23454720
2026-02-12 08:00:00+00:00,81.84295654296875,82.10043334960938,80.36040496826172,80.71214294433594,97925632
2026-02-12 12:00:00+00:00,80.27263641357422,81.91490936279297,80.27263641357422,81.85599517822266,0
2026-02-12 16:00:00+00:00,77.5809555053711,80.23766326904297,77.17864990234375,80.23766326904297,178247168
