Datetime,Close,High,Low,Open,Volume
2026-03-07 00:00:00+00:00,0.09126589447259903,0.09127220511436462,0.09125783294439316,0.09125783294439316,0
2026-03-07 00:05:00+00:00,0.09134458005428314,0.09134458005428314,0.0912604033946991,0.0912604033946991,805568
2026-03-07 00:10:00+00:00,0.09142640233039856,0.09144537895917892,0.09142640233039856,0.09144262969493866,332160
2026-03-07 00:15:00+00:00,0.09136419743299484,0.09142127633094788,0.09136419743299484,0.09142127633094788,0
2026-03-07 00:20:00+00:00,0.09136034548282623,0.09136757254600525,0.09136034548282623,0.09136757254600525,555840
2026-03-07 00:25:00+00:00,0.09144368767738342,0.09144368767738342,0.09140465408563614,0.09140465408563614,2069888
2026-03-07 00:30:00+00:00,0.09141496568918228,0.09144105017185211,0.09141496568918228,0.09144105017185211,0
2026-03-07 00:35:00+00:00,0.09145244210958481,0.09145434200763702,0.09142905473709106,0.09142905473709106,0
2026-03-07 00:40:00+00:00,0.091463103890419,0.09147108346223831,0.09145015478134155,0.09145015478134155,0
2026-03-07 00:45:00+00:00,0.09144081920385361,0.09145808964967728,0.09140882641077042,0.09145808964967728,0
2026-03-07 00:50:00+00:00,0.09142553061246872,0.09143418818712234,0.09142553061246872,0.09143218398094177,307520
2026-03-07 00:55:00+00:00,0.091400146484375,0.09141723811626434,0.091400146484375,0.09141723811626434,278592
2026-03-07 01:00:00+00:00,0.09155552834272385,0.09155552834272385,0.09140042215585709,0.09140042215585709,855168
2026-03-07 01:05:00+00:00,0.09159096330404282,0.09159096330404282,0.0915582999587059,0.09156326949596405,48576
2026-03-07 01:10:00+00:00,0.09152331203222275,0.09161123633384705,0.09152331203222275,0.09161123633384705,277824
2026-03-07 01:15:00+00:00,0.09152050316333771,0.09152637422084808,0.0915040597319603,0.09152637422084808,0
2026-03-07 01:20:00+00:00,0.09154068678617477,0.09154677391052246,0.0915258377790451,0.0915258377790451,0
2026-03-07 01:25:00+00:00,0.09149444103240967,0.09150779247283936,0.09149444103240967,0.09150779247283936,0
2026-03-07 01:30:00+00:00,0.09139922261238098,0.09149240702390671,0.09139922261238098,0.09149240702390671,0
2026-03-07 01:35:00+00:00,0.09139257669448853,0.09139968454837799,0.09137840569019318,0.09139968454837799,0
2026-03-07 01:40:00+00:00,0.09145493060350418,0.09145690500736237,0.091429702937603,0.09143336117267609,0
2026-03-07 01:45:00+00:00,0.09152683615684509,0.09152683615684509,0.09144935011863708,0.09144935011863708,0
2026-03-07 01:50:00+00:00,0.09161149710416794,0.09161265194416046,0.09153297543525696,0.09153297543525696,0
2026-03-07 01:55:00+00:00,0.09158814698457718,0.09161800146102905,0.09158814698457718,0.09161800146102905,0
2026-03-07 02:00:00+00:00,0.0915076956152916,0.09158314764499664,0.0915076956152916,0.09158314764499664,0
2026-03-07 02:05:00+00:00,0.09148574620485306,0.09150740504264832,0.0914694219827652,0.09150740504264832,0
